,load_forecast,coal_power_available,gas_power_available,nuclear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,is_weekend,is_day,solar_ratio,wind_ratio,coal_ratio,gas_ratio,nuclear_ratio,fossil_ratio,green_ratio,controlable_ratio,all_offer,offer_minus_load,spot_id_delta_lag_1,spot_id_delta_lag_2,spot_id_delta_lag_3,spot_id_delta_lag_4,spot_id_delta_lag_5,spot_id_delta_lag_6,spot_id_delta_lag_7,spot_id_delta_lag_8,spot_id_delta_lag_9,spot_id_delta_lag_10,spot_id_delta_lag_11,spot_id_delta_lag_12,spot_id_delta_lag_13,spot_id_delta_lag_14,spot_id_delta_lag_15,spot_id_delta_lag_16,spot_id_delta_lag_17,spot_id_delta_lag_18
0,0.4209980702703948,1.4186246794750963,0.2876111150730114,1.2854992128037972,0.1460873948693462,-0.7405304439406709,0.5121787469387002,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.718871123175527,-0.0143373730193051,0.760477975884026,-0.5776320181160944,0.5209059418375293,-0.3591017946175481,-0.5801909535487499,0.3152253188285966,0.884610667812964,0.3196608552430078,-1.2736599185920583,-1.2823844862536204,-1.5035412429675876,-0.6206329036781768,-0.9462692013290556,-1.122297580528815,-0.923743384985648,-0.8279153909771577,-0.5501784651177178,-0.4526675528218551,-0.6149565418817611,-0.1549902434967015,-0.0982611838411564,-0.0626958804115739,-0.0086530418671367,-0.1294236956530602,-0.4615806850219221,-1.2142802379613842
1,0.2493493062619139,1.4186246794750963,0.2876111150730114,1.2854992128037972,0.1882590256341656,-0.7405304439406709,0.536945963556419,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.718871123175527,0.0730842051624312,0.9884294699202648,-0.4091855223301256,0.7176375855162483,-0.1689977877473223,-0.512423263104886,0.5240221968617544,0.9004352359413785,0.5378486305597373,-0.6702145552731064,-1.2734849146267928,-1.28221207055383,-1.5034877861519425,-0.6205606356217778,-0.9461885878249798,-1.1222184165088624,-0.9236901992103708,-0.8278425294268807,-0.5501418877717238,-0.4526421888717652,-0.61496850117616,-0.1550187469549937,-0.0982345370540522,-0.0626610743457242,-0.0086149295478195,-0.1293501183603205,-0.461482997725646
2,0.3215198093109343,1.4186246794750963,0.2876111150730114,1.2854992128037972,0.2431138536214871,-0.7405304439406709,0.8813714418199242,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.1022055210212251,0.8906474959677821,-0.4814422580579116,0.633247665023938,-0.2505447200306082,-0.4898489243720144,0.4344567786769886,0.9210190726798424,0.4713239378331828,-0.8748756792344241,-0.6700620254034483,-1.2733131303797065,-1.2821613179272042,-1.5033903409193872,-0.6204916099810512,-0.9461141191138446,-1.122161358070244,-0.9236175512848356,-0.8278041521502545,-0.5501155970779986,-0.452653748005859,-0.6150008759380418,-0.1549923261025286,-0.0982000658125894,-0.0626233060815517,-0.0085402818285588,-0.1292681901360544
3,0.3831944734351937,1.4186246794750963,0.2876111150730114,1.2854992128037972,0.3166763975119993,-0.7405304439406709,1.406182477640879,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.1506119758513824,0.809332140354267,-0.5415308605239659,0.5630691227257097,-0.3183590372280604,-0.4523250805494339,0.3599742995862435,0.9486228306181294,0.4237433629029318,-0.6547166703263698,-0.8747155271773293,-0.6699330559154318,-1.2732624864798971,-1.2820701844629692,-1.5032899064946652,-0.6204258248008838,-0.9460604968387148,-1.1220891528326224,-0.9235785531558274,-0.8277752215643327,-0.5501273965173276,-0.4526847566821138,-0.6149762861348782,-0.1549583895996777,-0.0981625239475705,-0.062549136903712,-0.0084640841152826
4,0.2984846937946447,-0.9117720251046798,0.2876111150730114,1.1460066549916157,0.4146540960558278,-0.7405304439406709,-0.213276611618941,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.2673349228757176,-1.3382058780268522,-0.4586111295305123,0.5426382728940673,-0.6538179199985933,-0.3618434774239804,0.2513034858756447,0.7385011214844454,0.3296836152398894,-0.2742992802056901,-0.6545647176439257,-0.874572036877246,-0.6698897840839052,-1.273171606791737,-1.28197762403359,-1.5032005846934433,-0.620378557386153,-0.9459878988099024,-1.1220488681305167,-0.923548711988504,-0.8277877055294472,-0.5501592255586302,-0.4526595207477245,-0.6149466833312146,-0.1549212093103801,-0.0980886696651028,-0.062470377326713
5,0.0663687515559035,-0.9117720251046798,0.2876111150730114,1.1261880402204858,0.5002656773077169,-0.7405304439406709,0.1867593961259286,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.4318851481339611,-1.122332686530924,-0.2159612702769418,0.802703826010717,-0.4013284726285977,-0.2342869981233313,0.5276449807284945,0.7551585616196185,0.6203436551494549,-0.6676257911257105,-0.2741614953954612,-0.6544368477388217,-0.8745262647766439,-0.6698161113242197,-1.2730793629505994,-1.2818942027232816,-1.503136092495198,-0.6203052329270666,-0.9459487556672648,-1.1220171399936518,-0.923561432067976,-0.8278218714363147,-0.5501343776405287,-0.4526283886906622,-0.614912433371567,-0.1548478579384549,-0.0980082243008459
6,-0.0737924956782942,-0.9117720251046798,0.2876111150730114,1.1261880402204858,0.5728769814065413,-0.7405304439406709,-0.3248523527491138,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.5603014181863565,-0.9812492419623978,-0.0573779940010299,0.983558449994836,-0.2363145554056504,-0.134740933892196,0.7169053478085685,0.7824053744121516,0.8117673570679181,-0.2421052233057606,-0.6674733576693096,-0.274060616299955,-0.6543937652392098,-0.8744467562122019,-0.6697453333018191,-1.272996178880213,-1.2818340286758183,-1.5030647370178705,-0.6202682009910346,-0.9459187018137732,-1.1220303493655692,-0.92359640403288,-0.8277981288089665,-0.5501041639344194,-0.452593104691414,-0.614843157753592,-0.1547647202507787
7,-0.3360955852670117,-0.9117720251046798,0.2876111150730114,1.1460066549916157,0.6829037173117468,-0.7405304439406709,0.6246789055635393,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.795928291112105,-0.6922772802918098,0.2674377246238507,1.373134913937899,0.1016726230949577,0.0479129293392928,1.1197759448459803,0.8391596525869917,1.1753402224493037,-0.2057273051497918,-0.2419686374977227,-0.6673445718554417,-0.2740221812185625,-0.6543205343935964,-0.8743686979638579,-0.6696782349494061,-1.2729361784518216,-1.2817621795864744,-1.5030219826781264,-0.6202412435667854,-0.9459314770429086,-1.122066991699494,-0.9235730426548892,-0.8277705310879292,-0.5500695008991354,-0.452522390842424,-0.614738200583359
8,-0.4446764321966189,-0.9117720251046798,0.2876111150730114,1.2854992128037972,0.8094186096062052,-0.7405304439406709,1.102200172260589,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,0.9902111354180624,-0.561970526848344,0.4139075811342319,1.6789425885654643,0.2540819145754122,0.1985176189973676,1.4049121014006114,0.9955016264271168,1.4488183880785006,-0.798072566259201,-0.2055920741633506,-0.2418700425871211,-0.6673013316498869,-0.2739597977755809,-0.654250307663507,-0.8742961440701147,-0.6696300065170513,-1.272864309515913,-1.2817208598193066,-1.502986632414378,-0.6202532158897784,-0.9459666372802668,-1.1220444203726987,-0.923546347268938,-0.8277376369106781,-0.5499996507401163,-0.452425133218564
9,-0.446348335742156,1.4186246794750963,0.2876111150730114,1.2854992128037972,0.9448117399564148,-0.7405304439406709,1.2874008600501974,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.718871123175527,1.1384245151113723,2.1054195346624307,0.4162228086354442,1.6816465837401835,0.7625349834656616,0.3134100590973962,1.547152311881496,1.1843256085308294,1.6255934407707524,-0.6981407787706786,-0.7979152745778898,-0.2054960602847628,-0.2418320008085862,-0.6672277327074552,-0.2739031032908897,-0.6541836224298644,-0.8742439231140177,-0.6695567919128244,-1.2728230474283333,-1.2816876135905042,-1.503000781006182,-0.6202856351292735,-0.9459433649513876,-1.122019594867707,-0.9235140632261576,-0.82767024703121,-0.5498977693660291
