,load_forecast,coal_power_available,gas_power_available,nuclear_power_available,wind_power_forecasts_average,solar_power_forecasts_average,wind_power_forecasts_std,solar_power_forecasts_std,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,is_weekend,is_day,solar_ratio,wind_ratio,coal_ratio,gas_ratio,nuclear_ratio,fossil_ratio,green_ratio,controlable_ratio,all_offer,offer_minus_load,spot_id_delta_lag_1,spot_id_delta_lag_2,spot_id_delta_lag_3,spot_id_delta_lag_4,spot_id_delta_lag_5,spot_id_delta_lag_6,spot_id_delta_lag_7,spot_id_delta_lag_8,spot_id_delta_lag_9,spot_id_delta_lag_10,spot_id_delta_lag_11,spot_id_delta_lag_12,spot_id_delta_lag_13,spot_id_delta_lag_14,spot_id_delta_lag_15,spot_id_delta_lag_16,spot_id_delta_lag_17,spot_id_delta_lag_18
13,0.0549440773280663,1.4186246794750963,0.2876111150730114,1.2854992128037972,1.5250680128858851,-0.5111788469557046,0.809457813268796,-0.2939309529424545,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5037333891640955,1.4308209698171974,1.266920065741382,-0.20339277166732,0.957986581238312,0.0632541585060069,0.7103792807193008,0.7791114087789144,1.4870150921299756,1.3113633938355531,-0.8839084441246446,-0.9716881803546372,-0.8767813923919007,-0.9673602010567108,-0.6977381759204946,-0.7975797549085114,-0.2052890627711873,-0.2416194227282812,-0.6669686191197893,-0.2736971709173445,-0.6539979180306765,-0.8741157144250931,-0.6695369425161727,-1.2728194070165493,-1.2816939458913303,-1.5029697460489797,-0.6201280682652154,-0.9456977390595068
37,1.293081536328634,1.4186246794750963,0.2876111150730114,1.7972768265475063,1.3170635784368512,-0.5159971578167333,-0.1189891373171761,-0.5031832575223831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5525318389371869,0.6818872472399803,-0.1924102721924081,-1.2817760595611076,0.056123041415123,-1.1537790781543729,0.0911887467189969,-0.273269431641938,1.806599979294797,0.1390308948596477,-0.6801215987645977,-0.0160265103131034,-0.2163236722216442,-0.0500282112535065,-0.0457906897179264,-0.0431777027513029,0.0502995751386114,0.2268452020792893,0.1471618947359091,0.8263259340046368,-0.0454863037977166,0.7808833958002591,0.8358137294566166,0.971457084552816,1.4188592982515666,1.5596782809392078,1.3667892611134986,1.348956920912382
38,1.3042275599655486,1.4186246794750963,0.2876111150730114,1.7972768265475063,1.3788941648965487,-0.2105162492275132,-0.3604280473184479,-0.3666653239120815,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3269664492872172,0.7253034883144942,-0.2027660524925406,-1.2894285424284029,0.0465100694495649,-1.1624154564226807,0.3034076275123101,-0.2832921056909753,1.9429530249727147,0.2520347603189938,-1.048116078053868,-0.6799686999272481,-0.0159439467097524,-0.2162859425674148,-0.0499722156504198,-0.0457421128964566,-0.043127309556731,0.0503337552967318,0.2269204162624072,0.1471939516399875,0.826339137840233,-0.0454968591535239,0.780862768912041,0.8358440945125618,0.971501633801588,1.4189065044582565,1.5597668245262877,1.3668002212493824
39,1.3169526036176924,1.4186246794750963,0.2876111150730114,1.7972768265475063,1.4717985845513766,0.092394893569158,-0.4497354695334827,-0.1071785366375206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1043123460091999,0.7917034257523434,-0.214541174224982,-1.2981298584766656,0.0355795637972231,-1.172235518502932,0.5311384217356971,-0.2946884663312728,2.0900144250232437,0.3730788618197942,-0.7588255255420534,-1.0479494740103588,-0.6798390275293976,-0.0159086652852234,-0.2162252056412957,-0.0499234900611367,-0.0456916513311708,-0.0430913064445158,0.0504085757728519,0.2269519561395292,0.1472136123674655,0.826330731831838,-0.045524441085364,0.7808929152248838,0.8358873660952502,0.9715459901413438,1.4189938007364875,1.5597686309369478
41,1.2022414436877824,1.4186246794750963,0.2876111150730114,1.7972768265475063,1.383650363854987,0.2619994358773684,-0.1370848506898103,-0.0862094081017343,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0354605717536247,0.7659164807166736,-0.1065262203299198,-1.2183113841427633,0.135846727985813,-1.0821546193880984,0.6217966661246651,-0.1901479446191479,2.1197598538360523,0.5366370881425319,0.6895163563176083,0.1746826840520239,-0.7585344390550176,-1.0477458037004994,-0.6797216794133518,-0.0158061309610545,-0.2161155597801248,-0.0498367822814268,-0.045580991810442,-0.0429834046335326,0.0504618404810721,0.226960974906679,0.1471775719704302,0.8263408146673278,-0.0454626162711749,0.7809788114397342,0.8360129893322668,0.9716590267887562
62,1.5143301055213838,1.4186246794750963,0.2876111150730114,1.5518309051512087,0.4787042420294634,-0.2580569163896631,0.7407114534234355,-0.3051304204016348,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3743853760947292,-0.0117930708852169,-0.3909046297047487,-1.4284549795550496,-0.2934267366553011,-1.3193168074145636,-0.3055148769779203,-0.5968015827028595,1.3959940799627797,-0.5034170069184861,0.0149496773463848,0.394812201902152,-0.1090869529157124,-0.0714108421206121,0.0439805738137615,-0.1742999103518707,-0.3670651706629952,-0.0235029599619267,0.2163755493218097,0.1409612390128345,0.4523767397440869,0.7680224324006285,0.9237093093151392,0.2608453462448744,-0.4057175372500213,-0.3738808538634015,-0.055309744406629,-0.0998211996959923
63,1.5458176222956668,1.4186246794750963,0.2876111150730114,1.5518309051512087,0.4244835739032669,-0.0129655039253363,-0.2631075429131577,-0.1622046599941151,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2020534041956928,-0.0586184687030788,-0.4179914260731958,-1.4484709744035311,-0.3177232525489087,-1.34190629973042,-0.2053906914342013,-0.6223433615098645,1.4664312553915118,-0.4755515313227604,0.0121256369099232,0.0150766896673021,0.3948656152018036,-0.1090505334744824,-0.071354236729581,0.044025956807239,-0.1742460212582647,-0.3670228468449971,-0.0234283041778536,0.216407157555019,0.1409809589982366,0.4523674117906852,0.7680016972710034,0.9237400242567212,0.2608832005264726,-0.4056819544078227,-0.3738094425842205,-0.0552313282240047
64,1.5878938615250184,1.4186246794750963,0.2876111150730114,1.5518309051512087,0.4536549275150217,0.0907887899488151,-0.5024764807518906,0.0215719077620044,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1323704834424772,-0.0462717274333622,-0.453756492794792,-1.474899843344598,-0.3498040678737297,-1.3717331824999424,-0.140656919503917,-0.6560684063913229,1.515808667220775,-0.4797368596731065,0.2954955234775519,0.0122527544064846,0.015157046400418,0.3948958773751677,-0.1089928546781176,-0.0713047504236189,0.0440740250318855,-0.174207459745508,-0.3669489572785594,-0.0233951414391929,0.2164261602334004,0.1409708633479044,0.4523440200215474,0.7680317923878219,0.9237841239433272,0.2609230299113185,-0.4056108249024113,-0.3737159186415572
65,1.458135569685274,1.4186246794750963,0.2876111150730114,1.5518309051512087,0.5563888250172886,0.0554545103012712,-0.3218894433332828,0.0134744934885816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.145263431407256,0.0587593760827226,-0.3418638016067978,-1.392215885450983,-0.2494377302364574,-1.278418378733187,-0.0694450198069663,-0.5505580193536943,1.5412707542845396,-0.302300965662379,0.426041375677936,0.2956120874388471,0.0123333115067227,0.015191947834532,0.3949391846731004,-0.1089420292880559,-0.0712536073231341,0.0441083266635207,-0.1741331401062983,-0.3669135677002539,-0.0233738588247197,0.2164162505812511,0.1409448507797274,0.4523728586009202,0.7680744250827574,0.9238281763013604,0.2610000658726706,-0.4055157924884505
66,1.2827714644644883,1.4186246794750963,0.2876111150730114,1.5518309051512087,0.6188535713381114,-0.0987314372516472,-0.0565516136608108,-0.1674191305422029,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2425782439521628,0.1494334124473515,-0.182796215759906,-1.274671679205145,-0.1067561050226019,-1.1457612730602569,-0.0761929888052633,-0.4005635704790248,1.5075989288684395,-0.1255259129701272,0.6249594817042444,0.426153077724397,0.2956725392998067,0.0123682474410918,0.0152460834949861,0.3949720814723167,-0.1088898827257683,-0.0712170554079715,0.0441831332538851,-0.1740990004380111,-0.366889019061804,-0.0233843596657995,0.2163908729822135,0.1409724497734827,0.4524125173424491,0.768117485500879,0.9239110859362252,0.2610634781707103
107,2.5658645521339443,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.6992477000104177,-0.7405304439406709,-0.6278851542830246,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718871123175527,-0.9540511110007084,-1.1666451631628558,-2.0016943656473494,-0.7838500404467648,-1.9662587558564,-1.3086407370676902,-1.1649782861589926,1.0542785937612278,-2.066637145772773,-0.0658114915634697,-0.4910776266988488,-0.0904773109214724,-0.0031718943615358,-0.5638661826231378,-0.7326291143585371,-0.7650420962918534,-0.0695225554341473,0.2177795208468996,0.090496691524885,0.0332907245620729,-0.3346058457856892,-0.2802702509240752,-0.0796169659521804,0.0565477697087124,-0.1051861184615484,0.3536341409499298,0.4477862198774318
108,2.8224088628435893,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.7306386131361103,-0.6698618846455832,-0.6901553486736343,-0.5362822281466261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6773105462228095,-0.9876477711357752,-1.3225332510932826,-2.1168890576482746,-0.930782798958809,-2.096264265424153,-1.3017838633550554,-1.3176221847544454,1.0686753813066274,-2.3575174661218297,-0.0135974243736512,-0.0656814714570231,-0.4909613567189959,-0.0904411188519394,-0.0031172350026811,-0.5637991740235432,-0.7325603394377268,-0.7649920071109345,-0.0694480022963167,0.2178111199789983,0.0905168913052835,0.0332803634185402,-0.3346358609383155,-0.2802443286598473,-0.0795823193068779,0.0565862973861462,-0.1051123264116659,0.3536931592300607
109,2.8582619055423306,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.7537854480671766,-0.3907210754299868,-0.6823665053715618,-0.3366803163340393,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5141357111010291,-1.0035178943230296,-1.3434646719418213,-2.1323564907908588,-0.95051176892491,-2.1137203781362803,-1.184912711060142,-1.338118001489904,1.1633848266466118,-2.3123599760259896,-0.2230875815047144,-0.0134693488739735,-0.0655953846774122,-0.4909202715549497,-0.0903839707571875,-0.0030701763917036,-0.5637349003419673,-0.7325108840438795,-0.764919005210686,-0.0694145412393823,0.2178301093091148,0.0905066712437926,0.0332534444974825,-0.3346101550870871,-0.2802115722079304,-0.0795446588385482,0.0566615228211204,-0.1050315478862747
110,2.8226875134345124,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.7449072100114252,0.0461391093032824,-0.7699310078262266,-0.0996367890101567,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.256243713553956,-0.9963432793427828,-1.322696710586321,-2.1170098472878496,-0.9309368681666365,-2.096400585235169,-0.9751971356755592,-1.317782242489524,1.3285314474153285,-2.11730164685591,-0.2991099371571433,-0.222951703970078,-0.0133869667092998,-0.0655594966140389,-0.4908517026317303,-0.0903338074227998,-0.0030208525191422,-0.5636887390858462,-0.7324378096948143,-0.7648810358297626,-0.0693928210924461,0.2178202031181795,0.0904802339550886,0.0332806148044219,-0.3345779108381127,-0.2801751898370142,-0.0794706395924175,0.0567346277427099
111,2.778382069477778,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.7166870961913581,0.4296766538411674,-0.824089701803607,0.2020110861481622,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0265571658905138,-0.9768063650095412,-1.2965514905680935,-2.097689637467582,-0.906293617035754,-2.0745963364541606,-0.7782266799302493,-1.2921811310370612,1.481184988082665,-1.923454860103036,0.2822224540186508,-0.2989712283244423,-0.222854458370949,-0.0133517165258276,-0.0655030580911528,-0.490787291697367,-0.0902821569813908,-0.0029856319678603,-0.5636152881806931,-0.7324000508701217,-0.7648527034894979,-0.0694034353859818,0.2177948373351928,0.0905076320645148,0.0333163251045394,-0.3345418748049103,-0.2801029482784489,-0.0793910773584503
112,2.7685364152651704,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.682759543621165,0.6272273991433442,-0.8199115648086767,0.8054286028612742,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0913988980892938,-0.9554830076296116,-1.2906987223437725,-2.0933646897316502,-0.9007770737799607,-2.0697153213266644,-0.668320129172475,-1.2864501648600006,1.567089786494058,-1.832258758153388,0.5718101788115795,0.2823395123084307,-0.2988685889000574,-0.2228166489238934,-0.0132967668597197,-0.0654537799549033,-0.4907249646133473,-0.0902452337793911,-0.0029109304200946,-0.5635786237317838,-0.7323720273449525,-0.7648650323291195,-0.0694312185221459,0.217822742245429,0.0905438815240373,0.0333547047873571,-0.3344701149625592,-0.2800138692229807
113,2.6263317303642046,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.5889038841746496,0.6214454261101098,-0.703221716428218,1.015765778223317,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1038594071971658,-0.8886026157422815,-1.2043852690647503,-2.0295827048602297,-0.8194220840860253,-1.997732755980813,-0.6066115504086036,-1.2019329821511686,1.6001667033339018,-1.6330151006329623,0.3866971579594603,0.5719164519953508,0.2824009059004989,-0.2988298507160673,-0.2227557257556775,-0.0132493460874835,-0.0654027928493669,-0.4906802279339071,-0.0901707268632852,-0.0028779006833389,-0.56355220528741,-0.7323842761086164,-0.7648986686614547,-0.0694044569716965,0.2178601911932761,0.0905826257717965,0.0334297243787188,-0.3343784570471643
114,2.42440293547544,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.4731697095193179,0.4107246311211211,-0.6645647522881379,0.7480081881870132,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0034287689530542,-0.800254722029602,-1.0758135728517662,-1.934573668942736,-0.6982364679048991,-1.8905082136564535,-0.6230578759758691,-1.076036993435602,1.565543024195792,-1.425621066851336,0.1331760505097608,0.3868103253013141,0.5719572991893185,0.2824325421621889,-0.2987667598101975,-0.2227008529786476,-0.0131997508242085,-0.0653663550958425,-0.4906066141840079,-0.0901371314732788,-0.0028568131378785,-0.5635640378525664,-0.7324176390739695,-0.7648746755559265,-0.069369714110122,0.2178997465024519,0.0906581524313647,0.0335039312807439
115,2.16572230356872,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.4877553863251954,0.0275083073073047,0.1611649183594751,0.235372589225153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2233179741352983,-0.7880692598253867,-0.8998876085107561,-1.8045718352793905,-0.5324169522658798,-1.7437917778851777,-0.7876818675846677,-0.9037722269759518,1.4181246789995097,-1.2553442871240954,-0.2124651229853502,0.1332986597297923,0.3868643063593734,0.5719853976651363,0.282479056679403,-0.2987091827583391,-0.2226456734491065,-0.0131643316613127,-0.0652917926876491,-0.4905704230068166,-0.0901152143049563,-0.0028672633974347,-0.5635959799803396,-0.732393516671317,-0.764846485007004,-0.0693319885829631,0.2179764012558415,0.090729644751984
116,2.125875269066751,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.3942168068092425,-0.429588783042285,0.2268739064608715,0.0959535220991354,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5170564254488066,-0.7217921781658648,-0.8715845856858785,-1.783657100611132,-0.5057398579920401,-1.7201879929295356,-0.968835937074812,-0.8760582187833977,1.2839133041961146,-1.332332300726515,-0.6694115040652194,-0.2123296410625834,0.133370628240891,0.3868946662923382,0.5720236547400525,0.2825159545173781,-0.2986519767418167,-0.2226061675578185,-0.0130896528170337,-0.0652583585729443,-0.4905446986927015,-0.0901258796862672,-0.0028944865468665,-0.5635711855498812,-0.7323650201039589,-0.7648131899756435,-0.0692578788474296,0.2180418543445154
117,2.425146003717901,1.4186246794750963,0.2876111150730114,1.9093282254458164,-0.1950906104159598,-0.6942746596747953,0.1941950336689504,-0.282791017411955,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6901287135315538,-0.6215529851148899,-1.076300254249114,-1.9349333058746812,-0.698695190833496,-1.89091408984558,-1.0281407287365554,-1.0765135464990938,1.2605928880068722,-1.7087915718181768,-0.7683767315809668,-0.6692590041035709,-0.2122331491323528,0.1334040853472353,0.3869382017680892,0.5720502513345568,0.2825576642695134,-0.2986109878084442,-0.2225319558714374,-0.0130565570976876,-0.0652366779411876,-0.4905563512694244,-0.0901538372282248,-0.0028674601338737,-0.5635410984374981,-0.7323315181512462,-0.7647452425538793,-0.0691788010470099
123,2.025096638682984,1.4186246794750963,0.2876111150730114,1.9093282254458164,0.966690255165231,-0.7405304439406709,0.4960808914204747,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718871123175527,0.2158359019689088,-0.7984820781957603,-1.7296374449298213,-0.4368368826443389,-1.6592229194392834,-0.4017646248061469,-0.8044770486726002,1.6794085256912257,-0.8467240718666162,0.0072423253117285,-0.0989474619220239,-0.3354930400041734,-0.765622991348279,-0.5316733519842829,-0.5495039175617692,-0.7678196840047192,-0.6688271405418565,-0.2119119238524456,0.1336824389250449,0.387161370593556,0.5722201141258767,0.2826776361378707,-0.2984931419661817,-0.2224549373076475,-0.0129728126574265,-0.0651015714649066,-0.4903273428246459
124,1.8397939957192824,1.4186246794750963,0.2876111150730114,1.7904165368190386,1.0852781491956256,-0.7405304439406709,-0.4278519104318048,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718871123175527,0.344756078090523,-0.6580931321608111,-1.6258959620908753,-0.3805432863779314,-1.5421431816013342,-0.301827941334066,-0.727460585658575,1.6311019492992234,-0.6717112626902997,0.088773251068926,0.0073696246773014,-0.0988590148153647,-0.3354538543444282,-0.7655465884775966,-0.531607488721844,-0.5494400250114614,-0.7677695406272497,-0.6687539241468451,-0.2118775392868208,0.1337022281141164,0.3871518818620006,0.5721977310700618,0.2827057993268443,-0.2984605574438848,-0.2224181870013249,-0.0128982035512054,-0.0650226908153632
126,1.5606789871448858,1.4186246794750963,0.2876111150730114,1.7904165368190386,1.1360109380856338,-0.7405304439406709,-0.3824769728106583,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718871123175527,0.4598331853120236,-0.4306795159627268,-1.4578469352374137,-0.1696406380789419,-1.3524877470586223,-0.2126221646647172,-0.5075201062864098,1.6501390237394211,-0.3231174671943638,-0.6398259101143658,-0.6900824634991594,0.0889726328935105,0.0074855238429869,-0.0987653332180735,-0.3353308389970542,-0.7654027540456275,-0.531498540169331,-0.5493206598891762,-0.7676585575362038,-0.6686891600964511,-0.2118654301737162,0.1336660406910971,0.3871565201949664,0.5722678346881162,0.2827838282117643,-0.2983522114647727,-0.2222590943093252
130,1.9891507124539347,1.4186246794750963,0.2876111150730114,1.7904165368190386,1.1230106609325692,-0.7405304439406709,-0.3557807003380259,-0.5886539682134926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.718871123175527,0.3316531721728157,-0.7718663814190584,-1.7099695727191462,-0.4860562278424603,-1.6370263086020256,-0.3119850866363429,-0.8374950831523026,1.6452607734141205,-0.8357100498920211,0.1889806585494895,-0.2286386632176615,-0.0285403753512648,-0.3122502797801628,-0.6394319917819052,-0.6897628232037452,0.0891493087279804,0.0076706111040357,-0.0985514228516273,-0.3351218091492509,-0.7652133492437274,-0.5313742024968632,-0.5493014247121389,-0.767652212135081,-0.6686806063851003,-0.2117979992487861,0.133845195721955,0.3873717744048481
